[test_assign1_1.c-test create open and close methods-L46-12:08:15] OK: expected true: filename correct
[test_assign1_1.c-test create open and close methods-L47-12:08:15] OK: expected true: expect 1 page in new file
[test_assign1_1.c-test create open and close methods-L48-12:08:15] OK: expected true: freshly opened file's page position should be 0
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
[test_assign1_1.c-test single page content-L92-12:08:15] OK: expected true: character in page read from disk is the one we expected.
